left_char;right_char;strength_left;strength_right;value_left;scenario;value_left_rep1;value_left_rep2;sex;age;height;have_child;id_participant
1;3;1;4;0;4;-1;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
3;5;4;6;5;7;-1;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
7;5;10;6;10;2;-1;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
4;7;3;10;0;3;0;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
4;3;3;4;0;1;0;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
1;3;1;4;0;4;0;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
6;3;8;4;0;5;0;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
1;6;1;8;5;8;2;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
6;3;8;4;5;9;5;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
7;3;10;4;10;6;10;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
7;5;10;6;10;2;10;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
3;5;4;6;5;7;5;-1;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
7;3;10;4;10;6;10;10;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
6;3;8;4;0;5;0;0;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
1;3;1;4;0;4;0;0;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
3;5;4;6;5;7;5;5;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
1;6;1;8;3;8;2;5;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
6;3;8;4;5;9;5;5;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
7;5;10;6;10;2;10;10;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
4;7;3;10;0;3;0;0;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
4;3;3;4;0;1;0;0;0;26;171;0;9975838637c5c45cfa96a058aa9c94db
6;5;6;7;6;4;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
1;3;1;9;5;8;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;4;1;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
7;5;10;7;7;3;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
4;7;5;10;3;5;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
2;1;6;1;8;6;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
4;1;5;1;5;7;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
7;1;10;1;5;2;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;5;9;-1;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
4;7;5;10;3;5;3;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
1;3;1;9;5;8;5;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;5;9;5;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;5;1;4;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
7;5;10;7;7;3;7;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
4;1;5;1;5;7;5;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
2;1;6;1;8;6;8;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
7;1;10;1;5;2;5;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;4;4;6;-1;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;4;4;6;4;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;5;1;4;5;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
7;1;10;1;7;2;5;5;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
7;5;10;7;5;3;7;7;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
6;5;6;7;5;9;5;5;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
4;1;5;1;5;7;5;5;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
4;7;5;10;3;5;3;3;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
2;1;6;1;7;6;8;8;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
1;3;1;9;5;8;5;5;0;24;153;0;0da2f285b58387f8e54155c1736bc17c
2;6;4;3;10;4;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
4;3;2;6;7;9;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;5;3;3;4;5;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
7;6;10;3;10;3;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
4;5;2;3;4;6;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;3;3;6;3;2;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;5;3;3;5;8;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;7;4;10;0;1;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;6;4;3;5;7;-1;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;5;3;3;4;5;4;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
4;5;2;3;4;6;4;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;3;3;6;3;2;3;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;6;4;3;5;7;5;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
7;6;10;3;10;3;10;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;7;4;10;0;1;0;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
4;3;2;6;6;9;7;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;5;3;3;5;8;5;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;6;4;3;8;4;10;-1;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;5;3;3;4;5;4;4;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;5;3;3;5;8;5;5;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
4;3;2;6;6;9;7;6;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
4;5;2;3;4;6;4;4;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;6;4;3;7;4;10;8;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;7;4;10;0;1;0;0;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
7;6;10;3;10;3;10;10;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
2;6;4;3;5;7;5;5;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
6;3;3;6;2;2;3;3;1;22;176;0;d00584f7b8a4c0f8f669ca48d21fa0e4
1;6;1;1;0;2;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;5;8;8;3;9;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
6;3;1;8;10;3;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
2;3;8;8;5;7;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;5;8;8;5;8;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;6;8;1;7;4;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
7;3;10;8;10;6;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
7;3;10;8;10;1;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
2;5;8;8;4;5;-1;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
6;3;1;8;5;3;10;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;5;8;8;5;8;5;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
2;5;8;8;4;5;4;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
7;3;10;8;10;6;10;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;6;8;1;9;4;7;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
7;3;10;8;10;1;10;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
2;3;8;8;5;7;5;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
1;6;1;1;0;2;0;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;5;8;8;5;9;3;-1;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;5;8;8;4;9;3;5;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
2;3;8;8;5;7;5;5;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;5;8;8;5;8;5;5;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
4;6;8;1;9;4;7;9;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
2;5;8;8;4;5;4;4;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
6;3;1;8;10;3;10;5;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
7;3;10;8;10;6;10;10;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
1;6;1;1;0;2;0;0;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
7;3;10;8;10;1;10;10;0;22;165;0;26f1ac5da7d7a387c6aec4f649d1bc8b
6;5;2;4;5;9;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;1;6;1;10;4;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
4;6;3;2;5;7;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
6;5;2;4;2;2;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;5;6;4;6;5;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;7;6;10;0;6;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;4;6;3;5;1;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;4;6;3;5;8;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
4;5;3;4;5;3;-1;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
4;6;3;2;5;7;5;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
4;5;3;4;5;3;5;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;4;6;3;5;8;5;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;5;6;4;6;5;6;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
6;5;2;4;1;2;2;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;7;6;10;0;6;0;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;1;6;1;10;4;10;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;4;6;3;5;1;5;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
6;5;2;4;5;9;5;-1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;4;6;3;5;8;5;5;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
4;6;3;2;5;7;5;5;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;1;6;1;10;4;10;10;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
4;5;3;4;5;3;5;5;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;7;6;10;0;6;0;0;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
6;5;2;4;5;9;5;5;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;4;6;3;5;1;5;5;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
6;5;2;4;1;2;2;1;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
2;5;6;4;6;5;6;6;1;24;175;0;930984237ab01d66b294f9a0ceca5d6f
4;3;6;2;4;8;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
1;5;1;4;2;6;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;8;2;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;2;3;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;5;6;4;4;7;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
2;1;4;1;9;1;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
1;3;1;2;0;9;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;7;4;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;7;6;10;0;5;-1;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;7;4;7;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
1;3;1;2;0;9;0;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;8;2;8;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;3;6;2;0;8;4;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;7;6;10;0;5;0;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
1;5;1;4;7;6;2;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;5;6;4;2;7;4;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
2;1;4;1;7;1;9;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;2;3;2;-1;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;6;3;2;2;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;3;2;8;8;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;3;6;2;7;8;4;0;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
1;5;1;4;3;6;2;7;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;6;4;6;4;7;7;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;5;6;4;10;7;4;2;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
2;1;4;1;7;1;9;7;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
4;7;6;10;0;5;0;0;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
1;3;1;2;0;9;0;0;2;20;210;1;3af5bd4be01318df14aeda6667560c9b
6;5;1;1;4;5;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;3;10;1;9;6;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;6;10;1;10;4;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;5;10;1;5;3;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
4;6;1;1;5;7;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;3;10;1;7;1;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
1;5;1;1;3;8;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
6;3;1;1;1;2;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
4;3;1;1;4;9;-1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
1;5;1;1;3;8;3;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;3;10;1;8;1;7;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
4;3;1;1;4;9;4;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;3;10;1;8;6;9;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
6;5;1;1;2;5;4;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;6;10;1;10;4;10;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;5;10;1;8;3;5;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
6;3;1;1;0;2;1;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
4;6;1;1;5;7;5;-1;0;22;160;0;c97293455eee20134b8065013c747cf9
7;3;10;1;8;1;7;8;0;22;160;0;c97293455eee20134b8065013c747cf9
7;3;10;1;9;6;9;8;0;22;160;0;c97293455eee20134b8065013c747cf9
1;5;1;1;2;8;3;3;0;22;160;0;c97293455eee20134b8065013c747cf9
6;3;1;1;0;2;1;0;0;22;160;0;c97293455eee20134b8065013c747cf9
4;6;1;1;5;7;5;5;0;22;160;0;c97293455eee20134b8065013c747cf9
4;3;1;1;5;9;4;4;0;22;160;0;c97293455eee20134b8065013c747cf9
6;5;1;1;2;5;4;2;0;22;160;0;c97293455eee20134b8065013c747cf9
7;5;10;1;8;3;5;8;0;22;160;0;c97293455eee20134b8065013c747cf9
7;6;10;1;10;4;10;10;0;22;160;0;c97293455eee20134b8065013c747cf9
2;5;10;13;5;9;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
6;3;7;15;2;4;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
1;5;1;13;1;7;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
4;6;7;7;5;6;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;7;10;10;4;5;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;3;10;15;5;8;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;3;10;15;5;2;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;7;10;10;0;3;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
1;6;1;7;3;1;-1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;7;10;10;0;3;0;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;3;10;15;5;2;5;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
1;6;1;7;5;1;3;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
1;5;1;13;1;7;1;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
4;6;7;7;5;6;5;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;5;10;13;5;9;5;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
6;3;7;15;3;4;2;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;3;10;15;5;8;5;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;7;10;10;0;5;4;-1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
1;5;1;13;2;7;1;1;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;3;10;15;5;2;5;5;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
1;6;1;7;5;1;3;5;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
4;6;7;7;7;6;5;5;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;7;10;10;0;3;0;0;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
6;3;7;15;2;4;2;3;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;3;10;15;5;8;5;5;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;7;10;10;0;5;4;0;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;5;10;13;5;9;5;5;1;23;175;0;d1eaa599847dc6887672c8a73e1b2321
2;3;7;12;3;2;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;1;7;1;3;9;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;6;10;8;5;8;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
1;5;1;12;0;6;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;3;10;12;6;1;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;5;10;12;4;7;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
2;3;7;12;4;3;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;6;7;8;4;4;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;6;7;8;4;5;-1;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;5;10;12;4;7;4;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;6;7;8;4;4;4;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
1;5;1;12;1;6;0;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;1;7;1;3;9;3;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
2;3;7;12;4;3;4;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;6;7;8;4;5;4;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
2;3;7;12;3;2;3;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;3;10;12;4;1;6;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;6;10;8;4;8;5;-1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;3;10;12;4;1;6;4;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
1;5;1;12;1;6;0;1;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;6;7;8;4;4;4;4;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;5;10;12;4;7;4;4;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
2;3;7;12;3;3;4;4;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
2;3;7;12;4;2;3;3;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;6;7;8;4;5;4;4;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
7;6;10;8;4;8;5;4;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
4;1;7;1;4;9;3;3;1;21;172;0;7e46b9a626142ec79a6fc1b36d2bc9d1
2;6;3;3;7;7;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
4;7;3;10;3;4;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
6;3;3;4;2;3;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;4;3;3;5;9;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;7;3;10;3;5;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;7;3;10;7;8;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
1;5;1;4;3;1;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
4;5;3;4;3;6;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;6;3;3;8;2;-1;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
4;5;3;4;4;6;3;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
1;5;1;4;7;1;3;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;6;3;3;2;7;7;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;7;3;10;10;8;7;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;4;3;3;5;9;5;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
6;3;3;4;2;3;2;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;7;3;10;2;5;3;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;6;3;3;8;2;8;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
4;7;3;10;1;4;3;-1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;7;3;10;1;5;3;2;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
4;5;3;4;4;6;3;4;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;6;3;3;8;2;8;8;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
6;3;3;4;2;3;2;2;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;7;3;10;10;8;7;10;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
1;5;1;4;3;1;3;7;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;6;3;3;5;7;7;2;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
2;4;3;3;5;9;5;5;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
4;7;3;10;1;4;3;1;1;28;170;0;bfb4823ab6c20d8fe0922950d2112e3a
6;5;2;9;2;2;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
6;5;2;9;5;3;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
6;3;2;10;3;9;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
2;7;3;10;1;1;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
3;5;10;9;6;4;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
2;7;3;10;0;5;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;3;3;10;2;7;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;5;3;9;1;8;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;6;3;2;5;6;-1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;6;3;2;5;6;5;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
3;5;10;9;5;4;6;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;5;3;9;1;8;1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
6;3;2;10;3;9;3;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
6;5;2;9;5;3;5;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
6;5;2;9;5;2;2;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
2;7;3;10;0;5;0;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;3;3;10;1;7;2;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
2;7;3;10;2;1;1;-1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
3;5;10;9;5;4;6;5;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
6;5;2;9;5;2;2;5;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;6;3;2;5;6;5;5;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
2;7;3;10;0;5;0;0;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;5;3;9;1;8;1;1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
6;5;2;9;5;3;5;5;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
4;3;3;10;2;7;2;1;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
2;7;3;10;2;1;1;2;1;24;181;0;e60a5b8b9839b9d09d0df2772f9fabf0
