personnage_1;personnage_2;force_1;force_2;scenarios;task_1;task_2;repetition_question;id_participant;age;sexe;taille;enfant
1;8;4;7;8;3;7;1;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;3;3;10;6;3;7;1;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
3;8;10;7;3;7;3;1;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;3;3;10;1;2;8;1;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
4;8;1;7;7;2;8;1;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
3;5;10;2;4;9;1;1;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;9;3;6;5;3;7;1;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;9;3;6;5;3;7;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;3;3;10;6;2;8;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
1;8;4;7;8;3;7;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
4;8;1;7;9;2;8;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
3;8;10;7;3;8;2;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;4;3;1;2;8;2;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
4;8;1;7;7;2;8;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
3;5;10;2;4;8;2;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;3;3;10;1;2;8;2;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
3;8;10;7;3;8;2;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
1;8;4;7;8;3;7;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;3;3;10;1;2;8;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;9;3;6;5;2;8;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;4;3;1;2;8;2;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
3;5;10;2;4;8;2;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
4;8;1;7;9;2;8;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;3;3;10;6;2;8;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
4;8;1;7;7;2;8;3;15571de21909cc1710bc0815be80e8f5;82;Homme;2;Oui
2;5;8;6;7;5;5;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;4;8;1;4;8;2;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;8;8;12;1;4;6;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
1;2;10;8;3;7;3;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
8;9;12;10;8;5;5;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
5;8;6;12;9;3;7;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;4;8;1;5;10;0;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
5;8;6;12;6;0;10;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
8;9;12;10;2;5;5;1;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;4;8;1;5;9;1;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
5;8;6;12;9;3;7;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;4;8;1;4;8;2;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
5;8;6;12;6;0;10;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
8;9;12;10;8;5;5;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;5;8;6;7;5;5;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
1;2;10;8;3;5;5;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;8;8;12;1;5;5;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
8;9;12;10;2;5;5;2;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
8;9;12;10;8;5;5;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;5;8;6;7;5;5;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
8;9;12;10;2;5;5;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
1;2;10;8;3;5;5;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;4;8;1;4;9;1;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
5;8;6;12;6;1;9;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
5;8;6;12;9;3;7;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;8;8;12;1;4;6;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
2;4;8;1;5;9;1;3;77a080c20739f7fa7ee1049cf769ba12;45;Femme;165;Oui
3;9;10;12;6;4;6;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;9;7;12;8;3;7;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
2;4;7;1;3;3;7;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;5;7;5;7;7;3;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
2;9;7;12;2;3;7;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;5;7;5;5;6;4;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;4;10;1;1;10;0;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;9;10;12;4;10;0;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;2;7;7;9;5;5;1;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
2;9;7;12;2;3;7;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;5;7;5;7;7;3;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;2;7;7;9;5;5;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;9;7;12;8;3;7;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;4;10;1;1;10;0;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;5;7;5;5;6;4;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;9;10;12;6;10;0;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
2;4;7;1;3;4;6;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;9;10;12;4;10;0;2;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;9;7;12;8;3;7;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;4;10;1;1;10;0;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;9;10;12;6;10;0;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
2;4;7;1;3;4;6;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;5;7;5;7;7;3;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
3;9;10;12;4;10;0;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;2;7;7;9;5;5;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
1;5;7;5;5;6;4;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
2;9;7;12;2;4;6;3;85e9556b6a60311b0e90e87b3ea9f8e4;25;Homme;178;Non
5;8;2;15;6;3;7;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;5;6;2;3;3;7;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
3;8;10;15;9;0;10;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;9;6;10;5;3;7;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
1;4;10;1;2;7;3;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
1;3;10;10;7;10;0;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;3;6;10;4;0;10;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
3;9;10;10;1;10;0;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
4;8;1;15;8;5;5;1;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
1;4;10;1;2;7;3;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;5;6;2;3;3;7;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
3;8;10;15;9;0;10;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
4;8;1;15;8;5;5;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
1;3;10;10;7;10;0;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
5;8;2;15;6;2;8;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;3;6;10;4;0;10;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
3;9;10;10;1;10;0;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;9;6;10;5;3;7;2;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
3;8;10;15;9;0;10;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;3;6;10;4;0;10;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
1;4;10;1;2;7;3;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
4;8;1;15;8;5;5;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
5;8;2;15;6;2;8;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;5;6;2;3;3;7;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
2;9;6;10;5;3;7;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
3;9;10;10;1;10;0;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
1;3;10;10;7;10;0;3;268ede08681f1ba188aa4abc3d9d4f66;48;Homme;173;Oui
3;5;10;2;1;8;2;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;4;6;4;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;4;1;1;2;5;5;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;7;5;5;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;9;10;0;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;5;1;2;6;4;6;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
5;9;2;5;5;3;7;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;3;5;5;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;8;6;4;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;3;6;4;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;7;6;4;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;4;7;3;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;8;5;5;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;4;1;1;2;5;5;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;9;5;5;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;5;1;2;6;3;7;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
5;9;2;5;5;8;2;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;1;8;2;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
5;9;2;5;5;7;3;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;3;6;4;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;7;6;4;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;5;1;2;6;3;7;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;8;5;5;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;1;8;2;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;4;1;1;2;4;6;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;4;7;3;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;9;5;5;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
1;8;3;5;8;5;5;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;5;0;10;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;3;3;10;3;3;7;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;2;3;3;1;5;5;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
4;9;1;4;2;1;9;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;3;3;10;7;10;0;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;9;10;0;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;4;0;10;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;9;3;4;6;4;6;1;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;5;0;10;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;8;3;5;8;5;5;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;3;3;10;7;10;0;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;9;10;0;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;2;3;3;1;5;5;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;3;3;10;3;3;7;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
4;9;1;4;2;2;8;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;9;3;4;6;3;7;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;4;0;10;2;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;3;3;10;3;2;8;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;4;0;10;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;2;3;3;1;5;5;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
4;9;1;4;2;2;8;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;5;0;10;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;9;3;4;6;4;6;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
2;3;3;10;9;10;0;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;3;3;10;7;10;0;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
1;8;3;5;8;5;5;3;4098a04f2089eae3c904126244a71e05;43;Femme;175;Oui
3;5;10;2;1;8;2;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;4;6;4;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;4;1;1;2;5;5;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;7;5;5;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;9;10;0;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;5;1;2;6;4;6;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
5;9;2;5;5;3;7;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;3;5;5;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;8;6;4;1;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;3;6;4;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;7;6;4;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;4;7;3;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;8;5;5;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;4;1;1;2;5;5;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;9;5;5;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;5;1;2;6;3;7;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
5;9;2;5;5;8;2;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;1;8;2;2;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
5;9;2;5;5;7;3;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;3;6;4;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;7;6;4;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;5;1;2;6;3;7;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
4;9;1;5;8;5;5;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;1;8;2;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
2;4;1;1;2;4;6;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
8;9;7;5;4;7;3;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;5;10;2;9;5;5;3;3211fda41795be405f19e9b2a4323f85;57;Homme;181;Oui
3;9;10;11;3;5;5;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
1;2;4;4;4;5;5;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
5;9;8;11;2;3;7;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;9;10;11;6;8;2;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;4;4;1;9;3;7;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
4;9;1;11;5;1;9;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;4;10;1;8;0;10;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;3;4;10;1;2;8;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;5;4;8;7;5;5;1;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;3;4;10;1;0;10;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;9;10;11;6;8;2;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
4;9;1;11;5;1;9;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
1;2;4;4;4;5;5;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
5;9;8;11;2;3;7;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;9;10;11;3;10;0;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;4;10;1;8;0;10;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;5;4;8;7;5;5;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;4;4;1;9;3;7;2;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;5;4;8;7;5;5;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;4;10;1;8;0;10;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;3;4;10;1;2;8;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;9;10;11;3;9;1;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
5;9;8;11;2;5;5;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
4;9;1;11;5;1;9;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
3;9;10;11;6;8;2;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;4;4;1;9;3;7;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
1;2;4;4;4;5;5;3;7eab1e6f1402f6c47a00c7042f67d81b;29;Femme;165;Non
2;5;5;3;2;7;3;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
4;8;1;8;9;4;6;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;3;5;10;8;5;5;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;4;5;1;4;8;2;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
4;5;1;3;6;5;5;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;8;10;8;7;5;5;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;9;10;6;5;7;3;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;4;10;1;3;5;5;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
1;5;7;3;1;7;3;1;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;9;10;6;5;7;3;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
4;8;1;8;9;4;6;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;3;5;10;8;5;5;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
1;5;7;3;1;7;3;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
4;5;1;3;6;6;4;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;4;5;1;4;6;4;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;5;5;3;2;7;3;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;4;10;1;3;6;4;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;8;10;8;7;5;5;2;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;3;5;10;8;5;5;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;8;10;8;7;5;5;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
4;8;1;8;9;4;6;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;4;10;1;3;6;4;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
1;5;7;3;1;7;3;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;4;5;1;4;7;3;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
2;5;5;3;2;7;3;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
4;5;1;3;6;5;5;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;9;10;6;5;6;4;3;3f2a141933288a010dc54ec780cbf7b0;42;Femme;150;Oui
3;8;10;9;4;6;4;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;9;7;3;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;9;5;8;3;5;5;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;6;7;3;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
4;5;1;3;8;3;7;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;3;5;10;5;3;7;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;1;8;2;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;2;2;8;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;4;5;1;7;7;3;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
4;5;1;3;8;3;7;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;3;5;10;5;3;7;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;2;3;7;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;9;5;8;3;5;5;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;4;5;1;7;7;3;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;6;7;3;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;9;6;4;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
3;8;10;9;4;6;4;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;1;7;3;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;9;7;3;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;2;3;7;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;3;5;10;5;3;7;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;6;7;3;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;1;7;3;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;4;5;1;7;4;6;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;9;5;8;3;5;5;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
3;8;10;9;4;6;4;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
4;5;1;3;8;6;4;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
3;8;10;9;4;6;4;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;9;7;3;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;9;5;8;3;5;5;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;6;7;3;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
4;5;1;3;8;3;7;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;3;5;10;5;3;7;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;1;8;2;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;2;2;8;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;4;5;1;7;7;3;1;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
4;5;1;3;8;3;7;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;3;5;10;5;3;7;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;2;3;7;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;9;5;8;3;5;5;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;4;5;1;7;7;3;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;6;7;3;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;9;6;4;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
