personnage_1;personnage_2;force_1;force_2;scenarios;task_1;task_2;repetition_question;id_participant;age;sexe;taille;enfant
3;8;10;9;4;6;4;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;1;7;3;2;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;9;7;3;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
5;9;3;8;2;3;7;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;3;5;10;5;3;7;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;6;7;3;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;5;5;3;1;7;3;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;4;5;1;7;4;6;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
1;9;5;8;3;5;5;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
3;8;10;9;4;6;4;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
4;5;1;3;8;6;4;3;c28f2b0932814c68568efc9a0addb286;24;Femme;170;Non
8;9;5;7;9;5;5;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;4;8;1;4;9;1;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
3;9;10;7;7;1;9;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;9;8;7;8;5;5;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
2;5;4;2;6;6;4;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;4;8;1;2;8;2;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
3;8;10;5;1;9;1;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
5;9;2;7;3;2;8;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
4;5;1;2;5;4;6;1;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
2;5;4;2;6;7;3;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;4;8;1;2;10;0;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
3;9;10;7;7;1;9;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;4;8;1;4;10;0;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
8;9;5;7;9;5;5;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
5;9;2;7;3;3;7;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;9;8;7;8;5;5;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
4;5;1;2;5;4;6;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
3;8;10;5;1;9;1;2;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
5;9;2;7;3;3;7;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;9;8;7;8;5;5;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
4;5;1;2;5;4;6;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
3;8;10;5;1;10;0;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
2;5;4;2;6;7;3;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;4;8;1;2;7;3;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;4;8;1;4;10;0;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
3;9;10;7;7;1;9;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
8;9;5;7;9;5;5;3;f9ad7f8f82aa752a1684a2a40a40e094;49;Femme;168;Oui
1;9;6;10;7;5;5;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
2;8;6;11;8;5;5;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
1;5;6;3;2;7;3;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
4;8;1;11;1;0;10;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;9;10;10;6;5;5;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
2;9;6;10;9;5;5;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;9;10;10;4;5;5;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;8;10;11;5;4;6;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;5;10;3;3;8;2;1;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
2;9;6;10;9;5;5;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
2;8;6;11;8;5;5;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
4;8;1;11;1;0;10;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;8;10;11;5;4;6;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;9;10;10;6;5;5;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;5;10;3;3;10;0;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
1;5;6;3;2;8;2;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
1;9;6;10;7;5;5;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;9;10;10;4;5;5;2;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
1;5;6;3;2;8;2;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;9;10;10;4;5;5;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;8;10;11;5;4;6;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;5;10;3;3;10;0;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
2;8;6;11;8;5;5;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
1;9;6;10;7;5;5;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
2;9;6;10;9;5;5;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
4;8;1;11;1;0;10;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
3;9;10;10;6;5;5;3;19c3299b65730c2a286102e9c023106e;23;Femme;162;Non
1;5;4;2;5;7;3;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
2;5;3;2;7;5;5;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;2;4;3;4;6;4;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;8;5;5;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;9;5;5;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
3;9;10;7;2;10;0;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
4;5;1;2;1;3;7;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;3;4;10;3;0;10;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;6;3;7;1;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;3;4;10;3;0;10;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;9;5;5;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
4;5;1;2;1;3;7;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
2;5;3;2;7;5;5;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;8;5;5;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
3;9;10;7;2;10;0;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;2;4;3;4;5;5;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;6;4;6;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;5;4;2;5;7;3;2;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
4;5;1;2;1;3;7;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
2;5;3;2;7;5;5;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;2;4;3;4;5;5;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;5;4;2;5;7;3;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
3;9;10;7;2;10;0;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;9;5;5;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;3;4;10;3;0;10;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;6;3;7;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
1;9;4;7;8;5;5;3;8c8ff6b41d2e0af18176298bb8c9eb3e;25;Homme;177;Non
4;9;1;10;7;0;10;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;4;8;1;9;8;2;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
8;9;11;10;8;5;5;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
5;8;8;11;1;2;8;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
2;3;7;10;3;5;5;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
4;8;1;11;6;0;10;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
3;5;10;8;5;9;1;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;8;8;11;4;4;6;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;5;8;8;2;10;0;1;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
3;5;10;8;5;8;2;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;4;8;1;9;7;3;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;8;8;11;4;4;6;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
8;9;11;10;8;5;5;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
4;9;1;10;7;0;10;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
5;8;8;11;1;1;9;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;5;8;8;2;10;0;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
2;3;7;10;3;5;5;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
4;8;1;11;6;0;10;2;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
4;9;1;10;7;0;10;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;5;8;8;2;10;0;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
5;8;8;11;1;1;9;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
2;3;7;10;3;5;5;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;8;8;11;4;4;6;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
3;5;10;8;5;9;1;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;4;8;1;9;7;3;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
4;8;1;11;6;0;10;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
8;9;11;10;8;5;5;3;99410c67574113923e902e25af6b8faf;24;Homme;176;Non
1;3;5;10;4;3;7;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;6;8;2;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;7;3;7;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;4;5;1;2;7;3;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;1;8;2;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;9;10;7;5;6;4;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;9;10;7;9;0;10;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;8;10;8;3;7;3;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;3;5;10;8;6;4;1;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;4;5;1;2;8;2;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;7;2;8;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;9;10;7;5;6;4;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;3;5;10;4;2;8;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;6;9;1;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;8;10;8;3;7;3;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;9;10;7;9;0;10;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;1;8;2;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;3;5;10;8;4;6;2;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;8;10;8;3;7;3;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;4;5;1;2;8;2;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;6;9;1;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;3;5;10;8;4;6;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;7;2;8;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;3;5;10;4;3;7;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;9;10;7;9;0;10;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;9;10;7;5;6;4;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
3;5;10;3;1;7;3;3;c5ba00750d07ae542f62aed847c80c93;23;Homme;172;Non
1;2;10;6;9;5;5;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
3;8;10;13;7;0;10;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;4;10;1;8;8;2;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
4;9;1;10;2;2;8;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
3;5;10;8;1;8;2;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
4;9;1;10;6;7;3;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
2;5;6;8;5;8;2;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;9;10;10;4;1;9;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
5;9;8;10;3;2;8;1;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;2;10;6;9;5;5;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;9;10;10;4;2;8;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
3;8;10;13;7;8;2;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;4;10;1;8;8;2;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
2;5;6;8;5;8;2;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
4;9;1;10;2;2;8;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
5;9;8;10;3;1;9;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
3;5;10;8;1;9;1;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
4;9;1;10;6;1;9;2;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
4;9;1;10;6;2;8;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
3;8;10;13;7;1;9;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
2;5;6;8;5;9;1;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;2;10;6;9;2;8;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;4;10;1;8;8;2;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
1;9;10;10;4;1;9;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
5;9;8;10;3;1;9;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
3;5;10;8;1;1;9;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
4;9;1;10;2;2;8;3;966e9842ff7aad421009df9ab07373c6;54;Femme;160;Oui
2;5;13;12;4;7;3;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;8;12;14;8;2;8;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;4;13;1;1;7;3;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;8;12;14;2;3;7;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;2;13;13;5;6;4;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;2;13;13;3;6;4;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
4;9;1;15;9;6;4;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;8;13;14;7;5;5;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;9;12;15;6;4;6;1;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;2;13;13;5;6;4;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;9;12;15;6;2;8;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;8;12;14;2;3;7;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;8;12;14;8;5;5;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
2;5;13;12;4;8;2;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;4;13;1;1;7;3;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;2;13;13;3;6;4;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
4;9;1;15;9;7;3;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;8;13;14;7;5;5;2;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;2;13;13;3;4;6;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;8;12;14;2;3;7;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;8;12;14;8;5;5;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;8;13;14;7;5;5;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;2;13;13;5;6;4;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
2;5;13;12;4;7;3;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
5;9;12;15;6;3;7;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
4;9;1;15;9;5;5;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
1;4;13;1;1;7;3;3;aadf87f480c9b4367b334855a977cf1b;53;Femme;160;Oui
2;8;5;10;3;4;6;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;1;2;8;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
1;5;6;4;9;7;3;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;5;5;4;7;9;1;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;9;1;9;8;1;9;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;4;5;1;4;9;1;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;5;0;10;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;2;2;8;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
3;8;10;10;6;8;2;1;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;1;2;8;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;5;5;4;7;8;2;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
3;8;10;10;6;8;2;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;4;5;1;4;9;1;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;2;3;7;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
1;5;6;4;9;7;3;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;9;1;9;8;1;9;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;5;0;10;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;8;5;10;3;4;6;2;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;5;0;10;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;8;5;10;3;4;6;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;9;1;9;8;1;9;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;4;5;1;4;9;1;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;2;3;7;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
3;8;10;10;6;8;2;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
4;8;1;10;1;2;8;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;5;5;4;7;8;2;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
1;5;6;4;9;7;3;3;71b2276a08a2e66f7840df663e89b17b;24;Homme;171;Non
2;3;11;10;6;0;10;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
5;9;5;14;7;3;7;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
2;3;11;10;8;10;0;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;5;12;5;3;7;3;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
3;8;10;15;4;9;1;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;5;12;5;5;10;0;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
4;5;1;5;1;0;10;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;3;12;10;2;0;10;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;9;12;14;9;4;6;1;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
5;9;5;14;7;3;7;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;5;12;5;3;7;3;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
3;8;10;15;4;10;0;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;5;12;5;5;10;0;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;9;12;14;9;4;6;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
2;3;11;10;8;10;0;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
2;3;11;10;6;3;7;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
4;5;1;5;1;0;10;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;3;12;10;2;0;10;2;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;5;12;5;5;10;0;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
5;9;5;14;7;4;6;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
3;8;10;15;4;10;0;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
2;3;11;10;8;10;0;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
4;5;1;5;1;0;10;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
2;3;11;10;6;3;7;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;5;12;5;3;7;3;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;3;12;10;2;0;10;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
1;9;12;14;9;4;6;3;f4be024f91b96c62bc6b04c4f29a8f01;25;Homme;181;Non
3;5;10;1;8;2;8;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
2;4;3;1;5;8;2;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;8;10;6;7;0;10;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
1;3;3;10;9;10;0;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;5;10;1;1;9;1;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
5;8;1;6;4;1;9;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
8;9;6;5;3;5;5;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;8;10;6;2;9;1;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
4;8;1;6;6;0;10;1;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
1;3;3;10;9;10;0;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;5;10;1;1;9;1;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;8;10;6;2;7;3;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
5;8;1;6;4;0;10;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;8;10;6;7;0;10;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
4;8;1;6;6;1;9;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;5;10;1;8;0;10;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
8;9;6;5;3;5;5;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
2;4;3;1;5;8;2;2;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
5;8;1;6;4;2;8;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;8;10;6;7;0;10;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;8;10;6;2;8;2;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
2;4;3;1;5;8;2;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
4;8;1;6;6;1;9;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
1;3;3;10;9;10;0;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;5;10;1;8;0;10;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
3;5;10;1;1;9;1;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
8;9;6;5;3;5;5;3;72497f3eac46fa90c1aab4c93d9fab28;15;Femme;155;Non
4;9;1;6;6;0;10;1;984aa54b95c0ca400b4d66cfd2fe46d8;24;Femme;177;Non
1;3;6;10;7;10;0;1;984aa54b95c0ca400b4d66cfd2fe46d8;24;Femme;177;Non
2;3;5;10;1;0;10;1;984aa54b95c0ca400b4d66cfd2fe46d8;24;Femme;177;Non
